"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Well Being Check","08","09",203
"Assault / Battery","13","09",130
"Mentally Disturbed","07","09",113
"Homeless Complaint","07","09",1194
"Well Being Check","07","09",156
"Assault / Battery","18","09",152
"Burglary","13","09",88
"Noise Nuisance","13","09",45
"Well Being Check","05","09",93
"Mentally Disturbed","12","09",192
"Fight No Weapon","05","09",76
"Fight No Weapon","17","09",250
"Traffic Stop","04","09",208
"Burglary","03","09",37
"Auto Boost / Strip","17","09",178
"Homeless Complaint","17","09",393
"Fraud","17","09",81
"Traf Violation Tow","11","09",90
"Well Being Check","11","09",230
"Assault / Battery","03","09",68
"Suspicious Vehicle","23","09",352
"Well Being Check","22","09",204
"Assault / Battery","11","09",116
"Stolen Vehicle","15","09",81
"Vandalism","10","09",55
"Stolen Vehicle","09","09",101
"Petty Theft","13","09",151
"Petty Theft","17","09",164
"Trespasser","06","09",205
"Traf Violation Cite","05","09",44
"Assault / Battery","21","09",145
"Veh Accident","21","09",36
"Traffic Stop","05","09",213
"Vandalism","03","09",35
"Threats / Harassment","03","09",16
"Petty Theft","20","09",145
"Homeless Complaint","15","09",362
"Suspicious Vehicle","05","09",68
"Assault / Battery","05","09",34
"Threats / Harassment","10","09",91
"Threats / Harassment","22","09",57
"Veh Accident","07","09",21
"Trespasser","19","08",200
"Audible Alarm","15","08",223
"Homeless Complaint","09","08",793
"Suspicious Person","09","08",427
"Traf Violation Tow","09","08",84
"Traf Violation Cite","15","08",190
"Auto Boost / Strip","09","08",103
"Traf Violation Cite","08","08",281
"Burglary","08","08",121
"Fight No Weapon","18","08",233
"Well Being Check","14","08",304
"Vandalism","14","08",61
"Well Being Check","08","08",219
"Mentally Disturbed","23","08",77
"Fight No Weapon","23","08",260
"Traffic Stop","23","08",1217
"Traf Violation Tow","13","08",81
"Audible Alarm","23","08",242
"Fight No Weapon","17","08",229
"Veh Accident","13","08",69
"Suspicious Vehicle","13","08",268
"Threats / Harassment","22","08",66
"Threats / Harassment","12","08",84
"Suspicious Vehicle","12","08",243
"Traffic Stop","22","08",1356
"Vandalism","22","08",69
"Suspicious Person","11","08",615
"Trespasser","21","08",211
"Auto Boost / Strip","21","08",216
"Auto Boost / Strip","11","08",205
"Petty Theft","11","08",167
"Suspicious Vehicle","20","08",196
"Traffic Stop","20","08",677
"Suspicious Person","20","08",419
"Trespasser","16","08",183
"Homeless Complaint","10","08",694
"Well Being Check","10","08",235
"Mentally Disturbed","20","08",125
"Well Being Check","06","08",90
"Suspicious Person","06","08",153
"Assault / Battery","06","08",47
"Drugs","20","08",66
"Trespasser","10","08",196
"Noise Nuisance","05","08",76
"Petty Theft","10","08",150
"Traffic Stop","02","08",265
"Well Being Check","01","08",178
"Trespasser","01","08",148
"Petty Theft","01","08",29
"Assault / Battery","00","08",84
"Vandalism","18","08",90
"Assault / Battery","08","08",81
"Auto Boost / Strip","06","08",47
"Homeless Complaint","16","08",307
"Homeless Complaint","04","08",77
"Well Being Check","03","08",117
"Fraud","10","08",70
"Burglary","18","08",71
"Petty Theft","08","08",94
"Burglary","02","08",37
"Drugs","06","08",15
"Vandalism","07","08",35
"Burglary","03","08",30
"Suspicious Person","21","07",361
"Noise Nuisance","21","07",314
"Fight No Weapon","21","07",226
"Traf Violation Tow","21","07",38
"Suspicious Person","19","07",545
"Veh Accident","20","07",41
"Suspicious Person","23","07",469
"Traf Violation Cite","23","07",91
"Well Being Check","22","07",239
"Trespasser","08","07",249
"Traf Violation Cite","16","07",184
"Mentally Disturbed","13","07",165
"Trespasser","07","07",229
"Well Being Check","20","07",262
"Well Being Check","16","07",277
"Burglary","10","07",120
"Fraud","17","07",70
"Suspicious Person","12","07",688
"Traffic Stop","12","07",939
"Trespasser","12","07",174
"Suspicious Vehicle","07","07",131
"Threats / Harassment","08","07",55
"Veh Accident","07","07",19
"Suspicious Vehicle","00","07",260
"Noise Nuisance","00","07",509
"Drugs","00","07",30
"Mentally Disturbed","12","07",191
"Audible Alarm","06","07",270
"Traf Violation Tow","09","07",81
"Threats / Harassment","09","07",69
"Traffic Stop","05","07",105
"Auto Boost / Strip","05","07",39
"Homeless Complaint","14","07",350
"Veh Accident","14","07",80
"Traffic Stop","02","07",245
"Auto Boost / Strip","02","07",73
"Noise Nuisance","04","07",116
"Burglary","04","07",33
"Traffic Stop","03","07",166
"Suspicious Vehicle","01","07",163
"Well Being Check","01","07",154
"Traffic Stop","01","07",351
"Drugs","01","07",17
"Assault / Battery","00","07",118
"Threats / Harassment","01","07",41
"Homeless Complaint","13","07",430
"Burglary","14","07",82
"Assault / Battery","13","07",137
"Fight No Weapon","01","07",209
"Vandalism","01","07",53
"Burglary","00","07",28
"Vandalism","09","07",62
"Traf Violation Tow","05","07",25
"Homeless Complaint","02","07",66
"Veh Accident","02","07",14
"Stolen Vehicle","00","07",26
"Threats / Harassment","00","07",57
"Homeless Complaint","03","07",54
"Traf Violation Cite","20","06",180
"Petty Theft","20","06",124
"Vandalism","20","06",85
"Traf Violation Tow","20","06",77
"Threats / Harassment","13","06",76
"Fraud","20","06",30
"Burglary","20","06",54
"Mentally Disturbed","20","06",146
"Fight No Weapon","19","06",243
"Mentally Disturbed","17","06",177
"Suspicious Vehicle","17","06",283
"Suspicious Person","11","06",511
"Audible Alarm","18","06",312
"Assault / Battery","17","06",155
"Trespasser","17","06",194
"Homeless Complaint","10","06",613
"Well Being Check","16","06",309
"Audible Alarm","16","06",257
"Traffic Stop","16","06",1673
"Veh Accident","16","06",74
"Fight No Weapon","18","06",278
"Auto Boost / Strip","16","06",211
"Trespasser","16","06",196
"Stolen Vehicle","22","06",45
"Vandalism","15","06",82
"Suspicious Person","14","06",639
"Assault / Battery","16","06",148
"Suspicious Person","08","06",352
"Homeless Complaint","08","06",872
"Fight No Weapon","07","06",91
"Drugs","09","06",82
"Veh Accident","18","06",82
"Suspicious Person","06","06",153
"Well Being Check","06","06",115
"Vandalism","21","06",84
"Homeless Complaint","05","06",335
"Fight No Weapon","13","06",209
"Threats / Harassment","08","06",50
"Traf Violation Cite","05","06",45
"Trespasser","04","06",102
"Auto Boost / Strip","15","06",266
"Veh Accident","23","06",30
"Suspicious Person","03","06",162
"Trespasser","02","06",132
"Veh Accident","22","06",30
"Threats / Harassment","19","06",83
"Auto Boost / Strip","19","06",188
"Well Being Check","12","06",267
"Well Being Check","01","06",168
"Vandalism","11","06",71
"Burglary","00","06",28
"Fight No Weapon","06","06",60
"Veh Accident","11","06",77
"Suspicious Vehicle","08","06",148
"Fraud","22","06",13
"Traf Violation Tow","23","06",31
"Traffic Stop","04","06",157
"Auto Boost / Strip","05","06",38
"Mentally Disturbed","11","05",180
"Traf Violation Cite","11","05",198
"Suspicious Vehicle","22","05",349
"Veh Accident","22","05",36
"Audible Alarm","22","05",249
"Vandalism","11","05",48
"Suspicious Vehicle","21","05",200
"Drugs","21","05",57
"Drugs","16","05",84
"Auto Boost / Strip","16","05",223
"Burglary","21","05",48
"Fight No Weapon","18","05",246
"Burglary","09","05",138
"Trespasser","16","05",184
"Audible Alarm","09","05",297
"Fight No Weapon","20","05",221
"Drugs","15","05",97
"Trespasser","08","05",205
"Burglary","08","05",97
"Suspicious Person","08","05",405
"Petty Theft","20","05",125
"Assault / Battery","20","05",113
"Well Being Check","17","05",262
"Homeless Complaint","10","05",719
"Well Being Check","10","05",229
"Mentally Disturbed","19","05",139
"Burglary","17","05",67
"Threats / Harassment","14","05",94
"Fight No Weapon","14","05",238
"Assault / Battery","13","05",132
"Noise Nuisance","12","05",54
"Auto Boost / Strip","12","05",247
"Traffic Stop","23","05",1323
"Suspicious Vehicle","23","05",344
"Fight No Weapon","23","05",221
"Threats / Harassment","16","05",76
"Audible Alarm","05","05",239
"Suspicious Vehicle","04","05",109
"Stolen Vehicle","09","05",87
"Noise Nuisance","13","05",64
"Noise Nuisance","02","05",287
"Traf Violation Cite","02","05",43
"Homeless Complaint","18","05",342
"Noise Nuisance","15","05",69
"Auto Boost / Strip","13","05",214
"Traffic Stop","07","05",730
"Well Being Check","07","05",143
"Petty Theft","00","05",41
"Threats / Harassment","21","05",67
"Mentally Disturbed","06","05",67
"Well Being Check","00","05",175
"Auto Boost / Strip","07","05",74
"Threats / Harassment","12","05",87
"Stolen Vehicle","07","05",71
"Well Being Check","06","05",112
"Stolen Vehicle","11","05",111
"Assault / Battery","08","05",100
"Noise Nuisance","07","05",45
"Drugs","11","05",97
"Vandalism","01","05",37
"Petty Theft","01","05",45
"Assault / Battery","00","05",88
"Vandalism","16","05",54
"Audible Alarm","02","05",209
"Traf Violation Tow","01","05",31
"Vandalism","02","05",42
"Drugs","04","05",11
"Assault / Battery","05","05",22
"Stolen Vehicle","00","05",26
"Threats / Harassment","03","05",13
"Audible Alarm","21","04",244
"Burglary","20","04",62
"Traffic Stop","15","04",1294
"Burglary","07","04",76
"Traf Violation Tow","07","04",45
"Suspicious Vehicle","20","04",186
"Mentally Disturbed","15","04",151
"Fight No Weapon","14","04",237
"Audible Alarm","14","04",245
"Noise Nuisance","07","04",45
"Veh Accident","20","04",39
"Traf Violation Cite","14","04",69
"Suspicious Person","06","04",198
"Petty Theft","05","04",21
"Assault / Battery","05","04",25
"Assault / Battery","14","04",136
"Suspicious Vehicle","04","04",101
"Trespasser","03","04",74
"Fraud","19","04",59
"Suspicious Person","13","04",764
"Assault / Battery","02","04",87
"Vandalism","02","04",37
"Well Being Check","02","04",163
"Fight No Weapon","04","04",70
"Fight No Weapon","10","04",176
"Fight No Weapon","12","04",207
"Traf Violation Cite","10","04",93
"Drugs","17","04",96
"Homeless Complaint","17","04",445
"Suspicious Person","17","04",720
"Audible Alarm","09","04",265
"Auto Boost / Strip","09","04",111
"Traf Violation Cite","09","04",71
"Homeless Complaint","22","04",298
"Traf Violation Cite","22","04",53
"Suspicious Vehicle","09","04",157
"Traffic Stop","08","04",1221
"Trespasser","08","04",215
"Fraud","08","04",34
"Drugs","08","04",48
"Suspicious Vehicle","11","04",185
"Mentally Disturbed","02","04",48
"Threats / Harassment","16","04",92
"Burglary","01","04",18
"Noise Nuisance","18","04",96
"Assault / Battery","23","04",93
"Fraud","14","04",104
"Fight No Weapon","00","04",217
"Threats / Harassment","22","04",57
"Stolen Vehicle","22","04",43
"Burglary","05","04",36
"Assault / Battery","04","04",31
"Vandalism","20","04",75
"Veh Accident","18","04",63
"Traf Violation Tow","03","04",12
"Stolen Vehicle","02","04",28
"Vandalism","07","04",39
"Vandalism","04","04",18
"Veh Accident","00","04",20
"Fight No Weapon","20","03",133
"Petty Theft","20","03",77
"Suspicious Person","20","03",230
"Auto Boost / Strip","18","03",135
"Assault / Battery","18","03",121
"Suspicious Vehicle","14","03",153
"Assault / Battery","14","03",79
"Suspicious Person","13","03",474
"Petty Theft","13","03",109
"Petty Theft","12","03",99
"Auto Boost / Strip","12","03",140
"Audible Alarm","12","03",142
"Fight No Weapon","19","03",131
"Traffic Stop","16","03",1316
"Veh Accident","16","03",58
"Trespasser","23","03",125
"Well Being Check","23","03",158
"Drugs","16","03",61
"Traf Violation Cite","23","03",26
"Vandalism","23","03",47
"Mentally Disturbed","15","03",116
"Audible Alarm","23","03",165
"Audible Alarm","15","03",157
"Fraud","19","03",31
"Vandalism","14","03",43
"Traffic Stop","00","03",501
"Fraud","14","03",60
"Threats / Harassment","11","03",52
"Suspicious Person","11","03",396
"Stolen Vehicle","13","03",54
"Suspicious Vehicle","09","03",120
"Mentally Disturbed","09","03",102
"Suspicious Person","08","03",274
"Audible Alarm","08","03",221
"Burglary","11","03",72
"Vandalism","11","03",51
"Auto Boost / Strip","11","03",121
"Trespasser","11","03",136
"Vandalism","08","03",34
"Petty Theft","08","03",41
"Fraud","11","03",59
"Audible Alarm","06","03",199
"Traf Violation Cite","12","03",28
"Homeless Complaint","04","03",168
"Mentally Disturbed","05","03",27
"Suspicious Person","05","03",65
"Noise Nuisance","11","03",32
"Traf Violation Cite","15","03",25
"Fight No Weapon","04","03",59
"Trespasser","03","03",84
"Threats / Harassment","03","03",14
"Fight No Weapon","03","03",70
"Assault / Battery","10","03",69
"Noise Nuisance","02","03",181
"Petty Theft","01","03",24
"Stolen Vehicle","01","03",19
"Mentally Disturbed","01","03",42
"Traf Violation Cite","11","03",45
"Drugs","07","03",23
"Veh Accident","06","03",11
"Traf Violation Cite","05","03",52
"Burglary","05","03",23
"Traf Violation Tow","04","03",14
"Veh Accident","10","03",39
"Traf Violation Cite","09","03",40
"Trespasser","04","03",57
"Fraud","09","03",32
"Mentally Disturbed","06","03",31
"Veh Accident","15","03",52
"Stolen Vehicle","02","03",12
"Traf Violation Tow","18","03",31
"Veh Accident","08","03",31
"Vandalism","03","03",11
"Stolen Vehicle","06","03",15
"Well Being Check","23","02",111
"Homeless Complaint","11","02",393
"Petty Theft","11","02",97
"Vandalism","04","02",17
"Traffic Stop","19","02",646
"Trespasser","19","02",124
"Traffic Stop","15","02",850
"Drugs","15","02",44
"Trespasser","15","02",124
"Assault / Battery","19","02",80
"Threats / Harassment","15","02",68
"Fraud","19","02",26
"Fight No Weapon","10","02",90
"Fraud","10","02",36
"Suspicious Vehicle","01","02",136
"Drugs","14","02",54
"Noise Nuisance","12","02",39
"Well Being Check","22","02",141
"Mentally Disturbed","22","02",44
"Drugs","09","02",29
"Well Being Check","14","02",142
"Audible Alarm","10","02",155
"Trespasser","09","02",123
"Suspicious Vehicle","13","02",138
"Drugs","13","02",60
"Trespasser","13","02",109
"Audible Alarm","11","02",143
"Suspicious Person","08","02",236
"Auto Boost / Strip","08","02",65
"Fight No Weapon","17","02",145
"Traffic Stop","00","02",484
"Trespasser","00","02",73
"Drugs","12","02",49
"Stolen Vehicle","09","02",71
"Assault / Battery","22","02",57
"Traf Violation Tow","17","02",21
"Fraud","12","02",45
"Audible Alarm","21","02",172
"Noise Nuisance","16","02",44
"Threats / Harassment","16","02",52
"Traf Violation Cite","16","02",30
"Traf Violation Cite","06","02",18
"Fight No Weapon","20","02",115
"Burglary","16","02",37
"Threats / Harassment","10","02",51
"Traf Violation Cite","17","02",27
"Threats / Harassment","07","02",30
"Mentally Disturbed","03","02",18
"Threats / Harassment","14","02",57
"Auto Boost / Strip","07","02",31
"Well Being Check","00","02",99
"Fight No Weapon","04","02",44
"Traf Violation Tow","12","02",29
"Fraud","18","02",36
"Traf Violation Tow","01","02",16
"Traf Violation Tow","09","02",21
"Traf Violation Tow","23","02",11
"Traf Violation Tow","07","02",17
"Petty Theft","10","01",95
"Stolen Vehicle","10","01",81
"Suspicious Vehicle","05","01",39
"Well Being Check","04","01",90
"Suspicious Person","04","01",108
"Auto Boost / Strip","19","01",159
"Homeless Complaint","17","01",283
"Suspicious Person","15","01",419
"Trespasser","15","01",155
"Suspicious Vehicle","18","01",170
"Noise Nuisance","16","01",36
"Mentally Disturbed","16","01",114
"Vandalism","15","01",53
"Noise Nuisance","15","01",55
"Veh Accident","10","01",34
"Well Being Check","09","01",134
"Burglary","08","01",72
"Suspicious Vehicle","15","01",199
"Drugs","13","01",39
"Stolen Vehicle","08","01",67
"Petty Theft","01","01",25
"Noise Nuisance","00","01",225
"Assault / Battery","13","01",97
